🆕	botón NEW	botón|NEW|nuevo
🆖	botón NG	botón|ng|nuevo
🆗	botón OK	botón|ok
🆘	símbolo de socorro	ayuda|símbolo|símbolo de socorro|socorro|sos
🆙	botón UP!	arriba|botón UP!|información|novedad|símbolo|up
🆚	botón VS	botón VS|contra|frente a|símbolo|versus|vs
🈁	ideograma japonés para "aquí"	“aquí”|ideograma japonés para "aquí"|japonés|katakana
🈚	ideograma japonés para "gratis"	gratis|ideograma|ideograma japonés para "gratis"|japonés|kanji
🈯	ideograma japonés para "reservado"	ideograma|ideograma japonés para "reservado"|japonés|kanji|reservado
🈲	ideograma japonés para "prohibido"	ideograma|ideograma japonés para "prohibido"|japonés|kanji|prohibido
🈳	ideograma japonés para "vacante"	ideograma|ideograma japonés para "vacante"|japonés|kanji|vacante
🈴	ideograma japonés para "aprobado"	aprobado|ideograma|ideograma japonés para "aprobado"|japonés|kanji
🈵	ideograma japonés para "completo"	completo|ideograma|ideograma japonés para "completo"|japonés|kanji|lleno
🈶	ideograma japonés para "de pago"	“de pago”|ideograma|ideograma japonés para "de pago"|japonés|kanji
🈸	ideograma japonés para "aplicación"	aplicación|ideograma|ideograma japonés para "aplicación"|japonés|kanji
🈹	ideograma japonés para "descuento"	descuento|ideograma|ideograma japonés para "descuento"|japonés|kanji
🈺	ideograma japonés para "abierto"	abierto|ideograma|ideograma japonés para "abierto"|japonés|kanji
🉐	ideograma japonés para "ganga"	ganga|ideograma|ideograma japonés para "ganga"|japonés|kanji
🉑	ideograma japonés para "aceptable"	aceptable|ideograma|ideograma japonés para "aceptable"|japonés|kanji
🌀	ciclón	ciclón|mareo|tifón|tornado
🌁	bruma	bruma|niebla
🌂	paraguas cerrado	accesorios|lluvia|paraguas|paraguas cerrado
🌃	noche estrellada	estrellas|noche|noche estrellada
🌄	amanecer sobre montañas	amanecer|amanecer sobre montañas|montaña|salida|sol
🌅	amanecer	amanecer|salida del sol
🌆	ciudad al atardecer	atardecer|ciudad|ciudad al atardecer|edificios|paisaje
🌇	puesta del sol	edificios|puesta del sol
🌈	arcoíris	arcoíris|colores|lluvia
🌉	puente de noche	noche|puente|puente de noche
🌊	ola de mar	mar|océano|ola|ola de mar
🌋	volcán	erupción|erupción volcánica|volcán
🌌	Vía Láctea	espacio|galaxia|láctea|vía
🌍	globo terráqueo mostrando Europa y África	África|Europa|globo terráqueo mostrando Europa y África|mundo|planeta|Tierra
🌎	globo terráqueo mostrando América	América|globo|globo terráqueo mostrando América|mundo|planeta|Tierra
🌏	globo terráqueo mostrando Asia y Australia	Asia|Australia|globo terráqueo mostrando Asia y Australia|mundo|planeta|Tierra
🌐	globo terráqueo con meridianos	globo|globo terráqueo con meridianos|meridianos|mundo|Tierra
🌑	luna nueva	luna|luna nueva|oscuridad
🌒	luna creciente	creciente|cuarto|espacio|luna
🌓	luna en cuarto creciente	creciente|cuarto|espacio|luna|luna en cuarto creciente
🌔	luna gibosa creciente	creciente|gibosa|luna
🌕	luna llena	llena|luna|plenilunio
🌖	luna gibosa menguante	gibosa|luna|menguante
🌗	luna en cuarto menguante	cuarto|luna|luna en cuarto menguante|menguante
🌘	luna menguante	luna|menguante
🌙	luna	creciente|espacio|luna
🌚	luna nueva con cara	cara|espacio|luna|luna nueva con cara
🌛	luna de cuarto creciente con cara	cara|creciente|cuarto|espacio|luna|luna de cuarto creciente con cara
🌜	luna de cuarto menguante con cara	cara|creciente|cuarto|espacio|luna|luna de cuarto menguante con cara
🌝	luna llena con cara	cara|llena|luna|luna llena con cara
🌞	sol con cara	brillante|cara|sol|sol con cara
🌟	estrella brillante	brillante|estrella|resplandeciente
🌠	estrella fugaz	estrella|estrella fugaz|lluvia
🌭	perrito caliente	perrito|perrito caliente|salchicha
🌮	taco	comida|mexicano|taco
🌯	burrito	burrito|comida|mexicano|tex mex|wrap
🌰	castaña	castaña|castaño|fruto seco
🌱	planta joven	planta joven|plantón
🌲	árbol de hoja perenne	árbol|árbol de hoja perenne|hoja perenne|perenne
🌳	árbol de hoja caduca	árbol|árbol de hoja caduca|caducifolio|hoja caduca
🌴	palmera	árbol|árbol de palma|palmera
🌵	cactus	cactus|planta
🌷	tulipán	flor|tulipán
🌸	flor de cerezo	cerezo|flor|flor de cerezo
🌹	rosa	flor|rosa
🌺	flor de hibisco	flor|flor de hibisco|hibisco
🌻	girasol	flor|girasol|sol
🌼	flor	flor
🌽	espiga de maíz	espiga|espiga de maíz|maíz|mazorca|mijo
🌾	espiga de arroz	arroz|espiga|espiga de arroz|planta
🌿	hierba	hierba|hoja|verde
🍀	trébol de cuatro hojas	suerte|trébol|trébol de cuatro hojas
🍁	hoja de arce	arce|hoja|hoja de arce
🍂	hojas caídas	caída|hojas|hojas caídas
🍃	hojas revoloteando al viento	hoja|hojas revoloteando al viento|revolotear|soplar|viento
🍄	champiñón	champiñón|hongo|seta
🍄‍🟫	champiñón marrón	champiñón marrón|comida|hongo|naturaleza|seta|vegetal
🍅	tomate	ensalada|fruta|tomate|verdura
🍆	berenjena	berenjena|fruto|verdura
🍇	uvas	agracejo|fruta|racimo|uva|uvas
🍈	melón	fruta|melón
🍉	sandía	fruta|sandía
🍊	mandarina	fruta|mandarina|naranja
🍋	limón	cítrico|citrón|fruta|limón
🍋‍🟩	lima	cítrico|fruta|lima|tropical
🍌	plátano	banana|fruta|plátano
🍍	piña	ananás|fruta|piña
🍎	manzana roja	fruta|manzana|poma|roja
🍏	manzana verde	fruta|manzana|poma|verde
🍐	pera	fruta|pera|perilla
🍑	melocotón	durazno|fruta|melocotón
🍒	cerezas	cereza|cerezas|fruta|guindas
🍓	fresa	fresa|fresón|fruta
🍔	hamburguesa	burger|hamburguesa
🍕	pizza	pizza|porción|restaurante
🍖	carne con hueso	carne|carne con hueso|hueso|restaurante
🍗	muslo de pollo	muslo|muslo de pollo|pollo|restaurante
🍘	galleta de arroz	arroz|galleta|galleta de arroz
🍙	bola de arroz	arroz|bola de arroz|japonés|onigiri|restaurante
🍚	arroz cocido	arroz|arroz cocido|restaurante
🍛	arroz con curry	arroz|arroz con curry|curry|restaurante
🍜	tazón de fideos	fideos calientes|fideos chinos|fideos ramen|ramen|tazón de fideos
🍝	espagueti	espagueti|pasta|restaurante
🍞	pan de molde	pan|pan de molde|rebanada|tostada
🍟	patatas fritas	papas fritas|patatas|patatas fritas|restaurante
🍠	patata asada	asada|papa asada|patata|restaurante
🍡	dango	dango|japonés|pincho|postre|restaurante
🍢	brocheta	brocheta|japonés|marisco|oden|pincho
🍣	sushi	restaurante|sushi
🍤	gamba frita	frito|gamba|gamba frita|restaurante
🍥	pastel de pescado japonés	comida japonesa|pastel|pastel de pescado japonés|pescado
🍦	cucurucho de helado	cucurucho|cucurucho de helado|dulce|helado|helado de cucurucho|restaurante
🍧	granizado hawaiano	granizado hawaiano|helado|hielo|postre|raspado
🍨	helado	helado|postre|sorbete
🍩	dónut	berlina|dónut|pastel|rosquilla
🍪	galleta	dulce|galleta|pasta|postre
🍫	tableta de chocolate	barra|chocolate|restaurante|tableta|tableta de chocolate
🍬	caramelo	caramelo|chuche|chuchería|dulce|golosina
🍭	piruleta	chuche|chuchería|dulce|golosina|piruleta
🍮	flan	dulce|flan|postre|pudding
🍯	tarro de miel	dulce|miel|tarro|tarro de miel
🍰	trozo de tarta	pedazo de tarta|restaurante|tarta|trozo de tarta
🍱	caja de bento	bento|caja|caja de bento|comida|restaurante
🍲	olla de comida	comida de olla|olla de comida|puchero|restaurante
🍳	cocinar	cocinar|freír|huevo|sartén
🍴	tenedor y cuchillo	cuchillo|restaurante|tenedor|tenedor y cuchillo
🍵	tazón de té	bebida|taza|tazón de té|té
🍶	sake	bar|bebida|botella|restaurante|sake|tazón
🍷	copa de vino	bar|bebida|copa|copa de vino|vaso|vino
🍸	copa de cóctel	bar|cóctel|copa|copa de cóctel|restaurante
🍹	bebida tropical	bar|bebida|restaurante|tropical
🍺	jarra de cerveza	bar|cerveza|jarra|jarra de cerveza|restaurante
🍻	jarras de cerveza brindando	bar|cerveza|jarra|jarras|jarras de cerveza brindando|restaurante
🍼	biberón	bebé|bibe|biberón|bibi|botella|leche
🍾	botella descorchada	bar|beber|botella|botella descorchada|cava|corcho
🍿	palomitas	maíz|palomitas
🎀	lazo	celebración|lazo
🎁	regalo	celebración|envoltorio|presente|regalo|regalo envuelto
🎂	tarta de cumpleaños	celebración|cumpleaños|tarta|tarta de cumpleaños
🎃	calabaza de Halloween	calabaza|calabaza de Halloween|celebración|Halloween|linterna
🎄	árbol de Navidad	abeto de Navidad|árbol|árbol de Navidad|celebración|Navidad
🎅	Papá Noel	celebración|claus|cuento|fantasía|feliz|fiestas|Navidad|padre|Papá Noel|santa
🎆	fuegos artificiales	celebración|fuegos artificiales
🎇	bengala	bengala|celebración|fuegos artificiales
🎈	globo	celebración|globo
🎉	cañón de confeti	cañón de confeti|celebración|confeti|fiesta
🎊	bola de confeti	bola de confeti|celebración|confeti
🎋	árbol de tanabata	árbol|árbol de tanabata|celebración|festividad|tanabata
🎌	banderas cruzadas	banderas|banderas cruzadas|celebración|japón
🎍	decoración de pino	año nuevo japonés|bambú|celebración|decoración|decoración de pino|kadomatsu
🎎	muñecas japonesas	celebración|festival|hinamatsuri|muñecas|muñecas japonesas
🎏	banderín de carpas	banderín|banderín de carpas|carpa|celebración|koinobori
🎐	campanilla de viento	campanilla|campanilla de viento|furin|viento
🎑	ceremonia de contemplación de la luna	celebración|ceremonia de contemplación de la luna|contemplación|luna|tsukimi
🎒	mochila escolar	colegio|mochila|mochila escolar
🎓	birrete	birrete|celebración|gorro|graduación
🎠	caballo de tiovivo	caballo|caballo de tiovivo|entretenimiento|tiovivo
🎡	noria de feria	atracciones|entretenimiento|feria|noria|noria de feria
🎢	montaña rusa	atracciones|entretenimiento|feria|montaña rusa|parque
🎣	caña de pescar	caña|caña de pescar|entretenimiento|esparcimiento|pesca|pez
🎤	micrófono	entretenimiento|karaoke|micro|micrófono
🎥	cámara de cine	cámara|cámara de cine|cine|entretenimiento|película
🎦	cine	cine|entretenimiento|película
🎧	auricular	auricular|cascos
🎨	paleta de pintor	arte|artista|paleta|paleta de pintor|pintura
🎩	sombrero de copa	chistera|copa|ropa|sombrero|sombrero de copa
🎪	carpa de circo	carpa|carpa de circo|circo|entretenimiento
🎫	tique	acceso|admisión|tique
🎬	claqueta	cine|claqueta|claqueta de cine|entretenimiento|película
🎭	máscaras de teatro	actuación|arte|artes escénicas|entretenimiento|máscaras de teatro
🎮	mando de videoconsola	juego|mando|mando de videoconsola|videojuego
🎯	diana	blanco|diana|en el blanco|juego
🎰	máquina tragaperras	juego|máquina|máquina tragaperras
🎱	bola negra de billar	8|billar|bola negra de billar|bola ocho|juego
🎲	dado	dado|juego
🎳	bolos	bola|bola de bolos|bolos|juego
🎴	cartas de flores	carta|cartas de flores|flor|hanafuda|naipe japonés
🎵	nota musical	música|nota|nota musical
🎶	notas musicales	música|notas|notas musicales
🎷	saxofón	instrumento|instrumento musical|música|saxo|saxofón
🎸	guitarra	guitarra|instrumento|instrumento musical|música
🎹	teclado musical	instrumento|instrumento musical|música|piano|teclado|teclado musical
🎺	trompeta	instrumento|instrumento musical|música|trompeta
🎻	violín	instrumento|instrumento musical|música|violín
🎼	pentagrama	música|partitura|pentagrama
🎽	camiseta sin mangas	banda|camiseta con banda|camiseta de correr|camiseta sin mangas|deporte
🎾	pelota de tenis	deporte|pelota|pelota de tenis|tenis
🎿	esquís	esquí|esquíes|esquís|nieve
🏀	balón de baloncesto	balón|balón de baloncesto|canasta|deporte
🏁	bandera de cuadros	bandera|bandera de cuadros|carreras|cuadros|deporte|motor
🏂	practicante de snowboard	nieve|practicante de snowboard|snowboard
🏃	persona corriendo	carrera|deporte|maratón|persona corriendo
🏄	persona haciendo surf	persona haciendo surf|surf|surfear
🏅	medalla deportiva	medalla|medalla deportiva|premio
🏆	trofeo	premio|trofeo
🏇	carrera de caballos	caballo|caballo de carreras|carrera de caballos|carreras|jinete
🏈	balón de fútbol americano	balón|balón de fútbol americano|deporte|fútbol americano
🏉	balón de rugby	balón|balón de rugby|deporte|rugby
🏊	persona nadando	nadar|natación|persona nadando
🏏	críquet	críquet|juego|pelota
🏐	pelota de voleibol	balón|juego|pelota|pelota de voleibol|voleibol
🏑	hockey sobre hierba	hierba|hockey|hockey sobre hierba|juego|palo|pelota
🏒	hockey sobre hielo	disco|hielo|hockey|hockey sobre hielo|palo
🏓	tenis de mesa	juego|mesa|pelota|ping pong|tenis de mesa
🏠	casa	casa|vivienda
🏡	casa con jardín	casa|casa con jardín|construcción|jardín|vivienda
🏢	edificio de oficinas	construcción|edificio|edificio de oficinas|oficinas
🏣	oficina de correos japonesa	correos|edificio|japón|oficina de correos|oficina de correos japonesa
🏤	oficina de correos europea	correos|edificio|europa|oficina de correos|oficina de correos europea
🏥	hospital	doctor|edificio|hospital|medicina|médico
🏦	banco	banca|banco|edificio
🏧	señal de cajero automático	atm|banco|cajero|señal de cajero automático
🏨	hotel	alojamiento|edificio|hotel|turismo
🏩	hotel del amor	amor|edificio|hotel|hotel del amor
🏪	tienda 24 horas	edificio|establecimiento|tienda 24 horas|tienda de comestibles
🏫	colegio	colegio|edificio|escuela
🏬	grandes almacenes	comercio|grandes almacenes
🏭	fábrica	edificio|fábrica|industria
🏮	lámpara japonesa	izakaya|lámpara japonesa|lámpara roja|linterna izakaya|linterna japonesa|restaurante
🏯	castillo japonés	castillo|castillo japonés|construcción
🏰	castillo europeo	castillo|castillo europeo|construcción
🏴	bandera negra	bandera|negra|ondear
🏸	bádminton	bádminton|pluma|raqueta|volante
🏹	arco y flecha	arco|arco y flecha|arquero|flecha|sagitario|zodiaco
🏺	ánfora	acuario|ánfora|beber|jarra|zodiaco
🐀	rata	rata|roedor
🐁	ratón	ratón|roedor
🐂	buey	buey|cabestro|tauro|zodiaco
🐃	búfalo de agua	agua|búfalo|búfalo de agua
🐄	vaca	bovino|res|vaca
🐅	tigre	felino|tigre
🐆	leopardo	felino|leopardo
🐇	conejo	conejito|conejo|gazapo
🐈	gato	gatete|gato|minino
🐈‍⬛	gato negro	gato|mala suerte|negro
🐉	dragón	cuento|dragón|fantasía
🐊	cocodrilo	caimán|cocodrilo
🐋	ballena	ballena|cachalote|cetáceo
🐌	caracol	caracol|caracola|molusco
🐍	serpiente	culebra|reptil|serpiente|víbora
🐎	caballo	caballo|caballo de carreras|carreras de caballos|ecuestre
🐏	carnero	aries|carnero|morueco|zodiaco
🐐	cabra	cabra|capricornio|caprino|chivo|zodiaco
🐑	oveja	borrego|cordero|oveja|ovino
🐒	mono	macaco|mono|simio
🐓	gallo	ave|gallina|gallinácea|gallo|pollo
🐔	gallina	ave|gallina|gallinácea|pollo
🐕	perro	cachorro|perrete|perrito|perro
🐕‍🦺	perro de servicio	accesibilidad|apoyo|asistencia|perro|perro de servicio|servicio
🐖	cerdo	cerdo|cochino|gorrino|puerco
🐗	jabalí	cerdo salvaje|jabalí
🐘	elefante	elefante|paquidermo
🐙	pulpo	cefalópodo|octópodo|pulpo
🐚	caracola	caracola|concha|espiral
🐛	bicho	bicho|gusano|insecto
🐜	hormiga	antenas|hormiga|insecto
🐝	abeja	abeja|insecto|miel
🐞	mariquita	cochinilla|insecto|mariquita
🐟	pez	pececillo|pescado|pez|piscis|zodiaco
🐠	pez tropical	pez|tropical
🐡	pez globo	globo|pez
🐢	tortuga	galápago|tortuga
🐣	pollito rompiendo el cascarón	ave|huevo|pollito|pollito rompiendo el cascarón|pollo
🐤	pollito	ave|pollito|pollo|polluelo
🐥	pollito de frente	ave|pollito|pollito de frente|pollo
🐦	pájaro	ave|pajarillo|pájaro
🐦‍⬛	pájaro negro	cuervo|grajo|mirlo|negro|pájaro
🐦‍🔥	fénix	ave de fuego|ave fénix|fantasía|fénix|reencarnación|renacer
🐧	pingüino	ave|pingüino
🐨	koala	cara|koala|marsupial
🐩	caniche	caniche|perrito|perro
🐪	dromedario	camello|desierto|dromedario|joroba
🐫	camello	bactriano|camello|desierto|dromedario|jorobas
🐬	delfín	cetáceo|delfín
🐭	cara de ratón	cara|cara de ratón|ratón
🐮	cara de vaca	cara|cara de vaca|vaca
🐯	cara de tigre	cara|cara de tigre|tigre
🐰	cara de conejo	cara|cara de conejo|conejo|mascota
🐱	cara de gato	cara|cara de gato|gato|mascota
🐲	cara de dragón	cara|cara de dragón|cuento|dragón|fantasía
🐳	ballena soltando un chorro	ballena|ballena soltando un chorro|chorro de agua
🐴	cara de caballo	caballo|cara|cara de caballo
🐵	cara de mono	cara|cara de mono|mono
🐶	cara de perro	cara|cara de perro|mascota|perro
🐷	cara de cerdo	cara|cara de cerdo|cerdo|gorrino
🐸	rana	cara|rana
🐹	hámster	cara|hámster|mascota
🐺	lobo	cara|lobo
🐻	oso	cara|oso
🐼	panda	cara|oso panda|panda
🐽	nariz de cerdo	cara|cerdo|morro|nariz|nariz de cerdo
🐾	huellas de pezuñas	huellas|huellas de pezuñas|pezuñas
👀	ojos	cara|ojos
👂	oreja	cuerpo|oreja
👃	nariz	cuerpo|nariz
👄	boca	boca|labios
👅	lengua	cuerpo|lengua
👆	dorso de mano con índice hacia arriba	apuntar|arriba|dedo|dorso de mano con índice hacia arriba|mano
👇	dorso de mano con índice hacia abajo	abajo|apuntar|dedo|dorso de mano con índice hacia abajo|mano
👈	dorso de mano con índice a la izquierda	dedo|dorso de mano con índice a la izquierda|índice|izquierda|mano
👉	dorso de mano con índice a la derecha	dedo|derecha|dorso de mano con índice a la derecha|índice|mano
👊	puño cerrado	puñetazo|puño|puño cerrado
👋	mano saludando	agitar|mano|mano saludando|saludar|saludo
👌	señal de aprobación con la mano	aprobación|mano|ok|señal de aprobación con la mano
👍	pulgar hacia arriba	arriba|mano|pulgar|pulgar hacia arriba|señal
👎	pulgar hacia abajo	abajo|mano|pulgar|pulgar hacia abajo|señal
👏	manos aplaudiendo	aplaudir|manos|manos aplaudiendo|palmas|señal
👐	manos abiertas	abiertas|manos
👑	corona	accesorios|complementos|corona|reina|rey
👒	sombrero de mujer	accesorio|mujer|ropa|sombrero|sombrero de mujer
👓	gafas	accesorios|gafas|ojo|ropa
👔	corbata	accesorio|corbata|ropa
👕	camiseta	camiseta|ropa
👖	vaqueros	pantalones|ropa|vaqueros
👗	vestido	mujer|ropa|vestido
👘	kimono	japonés|kimono|ropa
👙	bikini	baño|bikini|playa|ropa
👚	ropa de mujer	blusa|camisa|femenina|ropa|ropa de mujer
👛	monedero	accesorios|cartera|complementos|monedero
👜	bolso	accesorios|bolso|complementos
👝	bolso de mano	accesorios|bolso|bolso de mano|cartera|complementos
👞	zapato de hombre	calzado|hombre|ropa|zapato|zapato de hombre
👟	zapatilla deportiva	calzado|correr|ropa|tenis|zapatilla deportiva
👠	zapato de tacón	mujer|tacón|zapato|zapato de tacón
👡	sandalia de mujer	calzado|mujer|ropa|sandalia|sandalia de mujer
👢	bota de mujer	bota|bota de mujer|calzado|mujer|ropa
👣	huellas de pies	huellas|huellas de pies|pies
👤	silueta de busto	busto|silueta|silueta de busto
👥	dos siluetas de bustos	bustos|dos siluetas de bustos|siluetas
👦	niño	joven|niño
👧	niña	chica|joven|niña
👨	hombre	adulto|hombre
👨‍🌾	profesional de la agricultura hombre	agricultor|campo|granjero|hombre|labrador|profesional de la agricultura hombre
👨‍🍳	chef hombre	chef|cocinero|hombre|pinche
👨‍🍼	hombre alimentando a bebé	alimentar|amamantar|bebé|hombre|hombre alimentando a bebé|lactancia
👨‍🎓	estudiante hombre	estudiante|graduado|hombre|licenciado|universitario
👨‍🎤	cantante hombre	artista|cantante hombre|estrella|hombre|rock
👨‍🎨	artista hombre	artista hombre|hombre|paleta|pintor|pinturas
👨‍🏫	docente hombre	docente hombre|educador|hombre|instructor|maestro|profesor
👨‍🏭	profesional industrial hombre	fábrica|montaje|obrero|operario|profesional industrial hombre|trabajador
👨‍💻	profesional de la tecnología hombre	desarrollador|hombre|informático|profesional de la tecnología hombre|programador|tecnólogo
👨‍💼	oficinista hombre	director|ejecutivo|empresa|hombre|oficina|oficinista
👨‍🔧	profesional de la mecánica hombre	electricista|fontanero|hombre|mecánico|operario|profesional de la mecánica hombre
👨‍🔬	profesional de la ciencia hombre	biólogo|científico|físico|hombre|profesional de la ciencia hombre|químico
👨‍🚀	astronauta hombre	astronauta|cohete|espacio|hombre
👨‍🚒	bombero hombre	apagafuegos|bombero|bombero hombre|camión|manguera
👨‍🦯	hombre con bastón	accesibilidad|bastón|ciego|hombre|hombre con bastón|invidente
👨‍🦼	hombre en silla de ruedas eléctrica	accesibilidad|hombre|hombre en silla de ruedas eléctrica|silla de ruedas
👨‍🦽	hombre en silla de ruedas manual	accesibilidad|hombre|hombre en silla de ruedas manual|silla de ruedas
👩	mujer	adulta|mujer
👩‍🌾	profesional de la agricultura mujer	agricultora|campo|granjera|labradora|mujer|profesional de la agricultura mujer
👩‍🍳	chef mujer	chef|cocinera|mujer|pinche
👩‍🍼	mujer alimentando a bebé	alimentar|amamantar|bebé|lactancia|mujer|mujer alimentando a bebé
👩‍🎓	estudiante mujer	estudiante|graduada|licenciada|mujer|universitaria
👩‍🎤	cantante mujer	artista|cantante mujer|estrella|mujer|rock
👩‍🎨	artista mujer	artista mujer|mujer|paleta|pintora|pinturas
👩‍🏫	docente mujer	docente mujer|educadora|instructora|maestra|mujer|profesora
👩‍🏭	profesional industrial mujer	fábrica|montaje|obrera|operaria|profesional industrial mujer|trabajadora
👩‍💻	profesional de la tecnología mujer	desarrolladora|informática|mujer|profesional de la tecnología mujer|programadora|tecnóloga
👩‍💼	oficinista mujer	directora|ejecutiva|empresa|mujer|oficina|oficinista
👩‍🔧	profesional de la mecánica mujer	electricista|fontanera|mecánica|mujer|operaria|profesional de la mecánica mujer
👩‍🔬	profesional de la ciencia mujer	bióloga|científica|física|mujer|profesional de la ciencia mujer|química
👩‍🚀	astronauta mujer	astronauta|cohete|espacio|mujer
👩‍🚒	bombera	apagafuegos|bombera|bombera mujera|camión|manguera
👩‍🦯	mujer con bastón	accesibilidad|bastón|ciega|invidente|mujer|mujer con bastón
👩‍🦼	mujer en silla de ruedas eléctrica	accesibilidad|mujer|mujer en silla de ruedas eléctrica|silla de ruedas
👩‍🦽	mujer en silla de ruedas manual	accesibilidad|mujer|mujer en silla de ruedas manual|silla de ruedas
👪	familia	familia
👫	mujer y hombre de la mano	hombre|hombre y mujer de la mano|mujer|mujer y hombre de la mano|novios|pareja
👬	hombres de la mano	gays|hombres|hombres de la mano|novios|pareja
👭	mujeres de la mano	lesbianas|mujeres|mujeres de la mano|novias|pareja
👮	agente de policía	agente|agente de policía|personas|policía
👯	personas con orejas de conejo	bailar|fiesta|orejas de conejo|personas|personas con orejas de conejo
👰	persona con velo	boda|novia|persona|persona con velo|velo
👱	persona adulta rubia	persona adulta rubia|rubia|rubias|rubio|rubios
👲	persona con gorro chino	gorro|gua|gua pi mao|mao|persona|persona con gorro chino
👳	persona con turbante	persona con turbante|turbante
👴	anciano	anciano|hombre|mayor
👵	anciana	anciana|mayor|mujer
👶	bebé	bebé|joven|niño
👷	profesional de la construcción	casco|construcción|obrero|profesional de la construcción|trabajador
👸	princesa	cuento|fantasía|hadas|princesa
👹	demonio japonés oni	cara|cuento|cuernos|demonio japonés oni|sonrisa
👺	demonio japonés tengu	cara|cuento|demonio japonés tengu|fantasía|monstruo|tengu
👻	fantasma	cara|criatura|cuento|fantasma|monstruo
👼	bebé ángel	ángel|bebé|cara|cuento
